,cumsum,log10_cumsum,rolling,log10_rolling
2020-02-13,1,0.0,1.0,0.0
2020-02-14,3,0.477,1.5,0.176
2020-02-15,11,1.041,3.6666666666666665,0.564
2020-02-16,15,1.176,3.75,0.574
2020-02-18,18,1.255,3.6,0.556
2020-02-19,21,1.322,3.5,0.544
2020-02-20,22,1.342,3.5,0.544
2020-02-21,25,1.398,3.6666666666666665,0.564
2020-02-22,27,1.431,2.6666666666666665,0.426
2020-02-24,32,1.505,2.8333333333333335,0.452
2020-02-26,35,1.544,2.8,0.447
2020-02-28,36,1.556,2.75,0.439
2020-02-29,38,1.58,2.75,0.439
2020-03-01,40,1.602,2.6,0.415
2020-03-03,41,1.613,1.8,0.255
2020-03-04,45,1.653,2.0,0.301
2020-03-05,53,1.724,3.0,0.477
2020-03-06,59,1.771,3.8333333333333335,0.584
2020-03-07,64,1.806,4.333333333333333,0.637
2020-03-10,67,1.826,5.2,0.716
2020-03-11,73,1.863,5.6,0.748
2020-03-12,75,1.875,4.4,0.643
2020-03-13,77,1.886,3.6,0.556
2020-03-14,86,1.934,4.4,0.643
2020-03-15,90,1.954,4.333333333333333,0.637
2020-03-17,102,2.009,5.833333333333333,0.766
2020-03-18,109,2.037,6.0,0.778
2020-03-19,121,2.083,7.666666666666667,0.885
2020-03-20,128,2.107,8.5,0.929
2020-03-21,137,2.137,8.5,0.929
2020-03-22,141,2.149,8.5,0.929
2020-03-23,158,2.199,9.714285714285714,0.987
2020-03-24,176,2.246,10.571428571428571,1.024
2020-03-25,219,2.34,15.714285714285714,1.196
2020-03-26,243,2.386,17.428571428571427,1.241
2020-03-27,287,2.458,22.714285714285715,1.356
2020-03-28,352,2.547,30.714285714285715,1.487
2020-03-29,426,2.629,40.714285714285715,1.61
2020-03-30,439,2.642,40.142857142857146,1.604
2020-03-31,520,2.716,49.142857142857146,1.691
2020-04-01,587,2.769,52.57142857142857,1.721
2020-04-02,688,2.838,63.57142857142857,1.803
2020-04-03,782,2.893,70.71428571428571,1.85
2020-04-04,902,2.955,78.57142857142857,1.895
2020-04-05,1044,3.019,88.28571428571429,1.946
2020-04-06,1131,3.053,98.85714285714286,1.995
2020-04-07,1223,3.087,100.42857142857143,2.002
2020-04-08,1381,3.14,113.42857142857143,2.055
2020-04-09,1567,3.195,125.57142857142857,2.099
2020-04-10,1767,3.247,140.71428571428572,2.148
2020-04-11,1975,3.296,153.28571428571428,2.186
2020-04-12,2150,3.332,158.0,2.199
2020-04-13,2257,3.354,160.85714285714286,2.206
2020-04-14,2417,3.383,170.57142857142858,2.232
2020-04-15,2551,3.407,167.14285714285714,2.223
2020-04-16,2701,3.432,162.0,2.21
2020-04-17,2910,3.464,163.28571428571428,2.213
2020-04-18,3096,3.491,160.14285714285714,2.205
2020-04-19,3207,3.506,151.0,2.179
2020-04-20,3309,3.52,150.28571428571428,2.177
2020-04-21,3432,3.536,145.0,2.161
2020-04-22,3558,3.551,143.85714285714286,2.158
2020-04-23,3692,3.567,141.57142857142858,2.151
2020-04-24,3862,3.587,136.0,2.134
2020-04-25,3982,3.6,126.57142857142857,2.102
2020-04-26,4064,3.609,122.42857142857143,2.088
2020-04-27,4105,3.613,113.71428571428571,2.056
2020-04-28,4218,3.625,112.28571428571429,2.05
2020-04-29,4266,3.63,101.14285714285714,2.005
2020-04-30,4323,3.636,90.14285714285714,1.955
2020-05-01,4488,3.652,89.42857142857143,1.951
2020-05-02,4645,3.667,94.71428571428571,1.976
2020-05-03,4738,3.676,96.28571428571429,1.984
2020-05-04,4825,3.683,102.85714285714286,2.012
2020-05-05,4882,3.689,94.85714285714286,1.977
2020-05-06,4920,3.692,93.42857142857143,1.97
2020-05-07,4943,3.694,88.57142857142857,1.947
2020-05-08,4982,3.697,70.57142857142857,1.849
2020-05-09,5018,3.701,53.285714285714285,1.727
2020-05-10,5040,3.702,43.142857142857146,1.635
2020-05-11,5055,3.704,32.857142857142854,1.517
2020-05-12,5083,3.706,28.714285714285715,1.458
2020-05-13,5094,3.707,24.857142857142858,1.395
2020-05-14,5124,3.71,25.857142857142858,1.413
2020-05-15,5133,3.71,21.571428571428573,1.334
2020-05-16,5148,3.712,18.571428571428573,1.269
2020-05-17,5153,3.712,16.142857142857142,1.208
2020-05-18,5163,3.713,15.428571428571429,1.188
2020-05-19,5168,3.713,12.142857142857142,1.084
2020-05-20,5173,3.714,11.285714285714286,1.053
2020-05-21,5184,3.715,8.571428571428571,0.933
2020-05-22,5187,3.715,7.714285714285714,0.887
2020-05-23,5189,3.715,5.857142857142857,0.768
2020-05-24,5203,3.716,7.142857142857143,0.854
2020-05-25,5211,3.717,6.857142857142857,0.836
2020-05-26,5221,3.718,7.571428571428571,0.879
2020-05-27,5232,3.719,8.428571428571429,0.926
2020-05-28,5247,3.72,9.0,0.954
2020-05-29,5271,3.722,12.0,1.079
2020-05-30,5285,3.723,13.714285714285714,1.137
2020-05-31,5290,3.723,12.428571428571429,1.094
2020-06-01,5303,3.725,13.142857142857142,1.119
2020-06-02,5337,3.727,16.571428571428573,1.219
2020-06-03,5349,3.728,16.714285714285715,1.223
2020-06-04,5377,3.731,18.571428571428573,1.269
2020-06-05,5399,3.732,18.285714285714285,1.262
2020-06-06,5425,3.734,20.0,1.301
2020-06-07,5439,3.736,21.285714285714285,1.328
2020-06-08,5452,3.737,21.285714285714285,1.328
2020-06-09,5465,3.738,18.285714285714285,1.262
2020-06-10,5482,3.739,19.0,1.279
2020-06-11,5504,3.741,18.142857142857142,1.259
2020-06-12,5529,3.743,18.571428571428573,1.269
2020-06-13,5554,3.745,18.428571428571427,1.265
2020-06-14,5602,3.748,23.285714285714285,1.367
2020-06-15,5650,3.752,28.285714285714285,1.452
2020-06-16,5677,3.754,30.285714285714285,1.481
2020-06-17,5695,3.755,30.428571428571427,1.483
2020-06-18,5736,3.759,33.142857142857146,1.52
2020-06-19,5771,3.761,34.57142857142857,1.539
2020-06-20,5810,3.764,36.57142857142857,1.563
2020-06-21,5847,3.767,35.0,1.544
2020-06-22,5879,3.769,32.714285714285715,1.515
2020-06-23,5910,3.772,33.285714285714285,1.522
2020-06-24,5965,3.776,38.57142857142857,1.586
2020-06-25,6013,3.779,39.57142857142857,1.597
2020-06-26,6068,3.783,42.42857142857143,1.628
2020-06-27,6125,3.787,45.0,1.653
2020-06-28,6185,3.791,48.285714285714285,1.684
2020-06-29,6244,3.795,52.142857142857146,1.717
2020-06-30,6300,3.799,55.714285714285715,1.746
2020-07-01,6367,3.804,57.42857142857143,1.759
2020-07-02,6474,3.811,65.85714285714286,1.819
2020-07-03,6599,3.819,75.85714285714286,1.88
2020-07-04,6731,3.828,86.57142857142857,1.937
2020-07-05,6846,3.835,94.42857142857143,1.975
2020-07-06,6949,3.842,100.71428571428571,2.003
2020-07-07,7056,3.849,108.0,2.033
2020-07-08,7132,3.853,109.28571428571429,2.039
2020-07-09,7357,3.867,126.14285714285714,2.101
2020-07-10,7600,3.881,143.0,2.155
2020-07-11,7808,3.893,153.85714285714286,2.187
2020-07-12,8016,3.904,167.14285714285714,2.223
2020-07-13,8139,3.911,170.0,2.23
2020-07-14,8282,3.918,175.14285714285714,2.243
2020-07-15,8448,3.927,188.0,2.274
2020-07-16,8735,3.941,196.85714285714286,2.294
2020-07-17,9029,3.956,204.14285714285714,2.31
2020-07-18,9320,3.969,216.0,2.334
2020-07-19,9508,3.978,213.14285714285714,2.329
2020-07-20,9681,3.986,220.28571428571428,2.343
2020-07-21,9918,3.996,233.71428571428572,2.369
2020-07-22,10160,4.007,244.57142857142858,2.388
2020-07-23,10526,4.022,255.85714285714286,2.408
2020-07-24,10787,4.033,251.14285714285714,2.4
2020-07-25,11083,4.045,251.85714285714286,2.401
2020-07-26,11323,4.054,259.2857142857143,2.414
2020-07-27,11455,4.059,253.42857142857142,2.404
2020-07-28,11726,4.069,258.2857142857143,2.412
2020-07-29,11978,4.078,259.7142857142857,2.414
2020-07-30,12346,4.092,260.0,2.415
2020-07-31,12809,4.108,288.85714285714283,2.461
2020-08-01,13285,4.123,314.57142857142856,2.498
2020-08-02,13578,4.133,322.14285714285717,2.508
2020-08-03,13841,4.141,340.85714285714283,2.533
2020-08-04,14150,4.151,346.2857142857143,2.539
2020-08-05,14415,4.159,348.14285714285717,2.542
2020-08-06,14776,4.17,347.14285714285717,2.541
2020-08-07,15240,4.183,347.2857142857143,2.541
2020-08-08,15672,4.195,341.0,2.533
2020-08-09,16003,4.204,346.42857142857144,2.54
2020-08-10,16201,4.21,337.14285714285717,2.528
2020-08-11,16392,4.215,320.2857142857143,2.506
2020-08-12,16616,4.221,314.42857142857144,2.498
2020-08-13,16827,4.226,293.0,2.467
2020-08-14,17218,4.236,282.57142857142856,2.451
2020-08-15,17605,4.246,276.14285714285717,2.441
2020-08-16,17865,4.252,266.0,2.425
2020-08-17,18029,4.256,261.14285714285717,2.417
2020-08-18,18238,4.261,263.7142857142857,2.421
2020-08-19,18426,4.265,258.57142857142856,2.413
2020-08-20,18769,4.273,277.42857142857144,2.443
2020-08-21,19029,4.279,258.7142857142857,2.413
2020-08-22,19290,4.285,240.71428571428572,2.382
2020-08-23,19503,4.29,234.0,2.369
2020-08-24,19599,4.292,224.28571428571428,2.351
2020-08-25,19784,4.296,220.85714285714286,2.344
2020-08-26,20022,4.302,228.0,2.358
2020-08-27,20277,4.307,215.42857142857142,2.333
2020-08-28,20529,4.312,214.28571428571428,2.331
2020-08-29,20776,4.318,212.28571428571428,2.327
2020-08-30,20924,4.321,203.0,2.307
2020-08-31,21024,4.323,203.57142857142858,2.309
2020-09-01,21195,4.326,201.57142857142858,2.304
2020-09-02,21338,4.329,188.0,2.274
2020-09-03,21549,4.333,181.71428571428572,2.259
2020-09-04,21685,4.336,165.14285714285714,2.218
2020-09-05,21870,4.34,156.28571428571428,2.194
2020-09-06,21987,4.342,151.85714285714286,2.181
2020-09-07,22065,4.344,148.71428571428572,2.172
2020-09-08,22236,4.347,148.71428571428572,2.172
2020-09-09,22386,4.35,149.71428571428572,2.175
2020-09-10,22664,4.355,159.28571428571428,2.202
2020-09-11,22857,4.359,167.42857142857142,2.224
2020-09-12,23084,4.363,173.42857142857142,2.239
2020-09-13,23230,4.366,177.57142857142858,2.249
2020-09-14,23311,4.368,178.0,2.25
2020-09-15,23502,4.371,180.85714285714286,2.257
2020-09-16,23665,4.374,182.71428571428572,2.262
2020-09-17,23837,4.377,167.57142857142858,2.224
2020-09-18,24059,4.381,171.71428571428572,2.235
2020-09-19,24280,4.385,170.85714285714286,2.233
2020-09-20,24443,4.388,173.28571428571428,2.239
2020-09-21,24541,4.39,175.71428571428572,2.245
2020-09-22,24629,4.391,161.0,2.207
2020-09-23,24688,4.392,146.14285714285714,2.165
2020-09-24,24883,4.396,149.42857142857142,2.174
2020-09-25,25078,4.399,145.57142857142858,2.163
2020-09-26,25348,4.404,152.57142857142858,2.183
2020-09-27,25492,4.406,149.85714285714286,2.176
2020-09-28,25570,4.408,147.0,2.167
2020-09-29,25782,4.411,164.71428571428572,2.217
2020-09-30,25976,4.415,184.0,2.265
2020-10-01,26211,4.418,189.71428571428572,2.278
2020-10-02,26407,4.422,189.85714285714286,2.278
2020-10-03,26615,4.425,181.0,2.258
2020-10-04,26724,4.427,176.0,2.246
2020-10-05,26790,4.428,174.28571428571428,2.241
2020-10-06,26967,4.431,169.28571428571428,2.229
2020-10-07,27110,4.433,162.0,2.21
2020-10-08,27358,4.437,163.85714285714286,2.214
2020-10-09,27563,4.44,165.14285714285714,2.218
2020-10-10,27813,4.444,171.14285714285714,2.233
2020-10-11,27959,4.447,176.42857142857142,2.247
2020-10-12,28037,4.448,178.14285714285714,2.251
2020-10-13,28204,4.45,176.71428571428572,2.247
2020-10-14,28383,4.453,181.85714285714286,2.26
2020-10-15,28668,4.457,187.14285714285714,2.272
2020-10-16,28858,4.46,185.0,2.267
2020-10-17,29093,4.464,182.85714285714286,2.262
2020-10-18,29225,4.466,180.85714285714286,2.257
2020-10-19,29303,4.467,180.85714285714286,2.257
2020-10-20,29442,4.469,176.85714285714286,2.248
2020-10-21,29593,4.471,172.85714285714286,2.238
2020-10-22,29782,4.474,159.14285714285714,2.202
2020-10-23,29969,4.477,158.71428571428572,2.201
2020-10-24,30175,4.48,154.57142857142858,2.189
2020-10-25,30300,4.481,153.57142857142858,2.186
2020-10-26,30404,4.483,157.28571428571428,2.197
2020-10-27,30564,4.485,160.28571428571428,2.205
2020-10-28,30736,4.488,163.28571428571428,2.213
2020-10-29,30958,4.491,168.0,2.225
2020-10-30,31166,4.494,171.0,2.233
2020-10-31,31382,4.497,172.42857142857142,2.237
2020-11-01,31498,4.498,171.14285714285714,2.233
2020-11-02,31585,4.499,168.71428571428572,2.227
2020-11-03,31794,4.502,175.71428571428572,2.245
2020-11-04,31916,4.504,168.57142857142858,2.227
2020-11-05,32185,4.508,175.28571428571428,2.244
2020-11-06,32428,4.511,180.28571428571428,2.256
2020-11-07,32722,4.515,191.42857142857142,2.282
2020-11-08,33068,4.519,224.28571428571428,2.351
